Year,Region,Product Type,Sales Volume (KL),Revenue (Crores),Sales Growth %,Market Share %,Gross Margin %,Expansion Events
2020,India,Automotive Coatings,22726,3902,6.64%,18.35%,21.34%,Technological advancement
2020,India,Protective Coatings,23641,8124,9.98%,17.15%,20.35%,Expansion
2020,India,Powder Coatings,36520,3584,12.06%,40.73%,18.19%,Market leader
2020,Middle East,Decorative Paints,31520,6532,8.07%,23.52%,18.53%,Market leader
2020,Middle East,Industrial Coatings,44201,889,8.49%,37.81%,16.13%,Major sales growth
2020,Middle East,Automotive Coatings,48408,9135,11.88%,17.20%,24.42%,Expansion
2020,Middle East,Protective Coatings,7907,6275,12.64%,48.71%,24.97%,Major sales growth
2020,Middle East,Powder Coatings,15980,9367,10.70%,39.67%,22.79%,Market leader
2020,Asia-Pacific,Decorative Paints,15776,5916,11.79%,20.58%,18.37%,Market leader
2020,Asia-Pacific,Industrial Coatings,28800,9507,14.31%,36.84%,21.46%,Market leader
2020,Asia-Pacific,Automotive Coatings,22525,8378,9.40%,34.67%,15.50%,Major sales growth
2020,Asia-Pacific,Protective Coatings,41172,4065,8.88%,20.28%,21.37%,Expansion
2020,Asia-Pacific,Powder Coatings,34056,6773,14.08%,33.46%,16.38%,Technological advancement
2020,Africa,Decorative Paints,27568,9402,11.13%,45.05%,21.06%,New product line
2020,Africa,Industrial Coatings,15579,5407,13.48%,38.41%,21.21%,New product line
2020,Africa,Automotive Coatings,49013,2960,8.95%,11.37%,21.57%,New product line
2020,Africa,Protective Coatings,46870,3339,9.62%,41.89%,23.71%,Technological advancement
2020,Africa,Powder Coatings,16237,6350,5.12%,12.99%,22.29%,Technological advancement
2020,Europe,Decorative Paints,39773,4751,6.17%,10.24%,17.50%,Major sales growth
2020,Europe,Industrial Coatings,12039,6142,9.58%,35.88%,15.44%,Market leader
2020,Europe,Automotive Coatings,12768,6900,7.82%,41.90%,19.56%,New product line
2020,Europe,Protective Coatings,4830,6899,13.85%,27.83%,19.47%,Technological advancement
2020,Europe,Powder Coatings,8070,6440,7.58%,29.83%,22.51%,Technological advancement
2023,India,Decorative Paints,31839,1069,11.40%,12.69%,20.48%,Market leader
2023,India,Industrial Coatings,15069,285,14.99%,17.52%,16.37%,Major sales growth
2023,India,Automotive Coatings,22715,5115,11.99%,46.91%,15.99%,New product line
2023,India,Protective Coatings,38000,2946,14.11%,33.28%,21.42%,Technological advancement
2023,India,Powder Coatings,10109,4213,9.96%,25.17%,16.35%,New product line
2023,Middle East,Decorative Paints,8136,7344,12.36%,34.48%,19.60%,New product line
2023,Middle East,Industrial Coatings,46336,435,11.56%,20.13%,21.18%,New product line
2023,Middle East,Automotive Coatings,42736,8844,9.57%,26.56%,23.45%,Expansion
2023,Middle East,Protective Coatings,33924,1335,14.84%,23.68%,22.74%,Expansion
2023,Middle East,Powder Coatings,13040,8508,14.85%,41.46%,19.42%,Major sales growth
2023,Asia-Pacific,Decorative Paints,26064,9758,7.01%,29.55%,19.51%,Major sales growth
2023,Asia-Pacific,Industrial Coatings,49712,7261,5.61%,18.33%,17.64%,Technological advancement
2023,Asia-Pacific,Automotive Coatings,3877,9779,13.19%,29.09%,19.92%,Technological advancement
2023,Asia-Pacific,Protective Coatings,37925,5651,14.36%,39.07%,21.12%,Expansion
2023,Asia-Pacific,Powder Coatings,16122,7902,12.69%,18.41%,22.36%,Expansion
2023,Africa,Decorative Paints,17113,3845,14.89%,27.87%,17.19%,Expansion
2023,Africa,Industrial Coatings,34046,2930,9.94%,32.50%,20.09%,Expansion
2023,Africa,Automotive Coatings,24969,4875,9.95%,32.88%,17.62%,Technological advancement
2023,Africa,Protective Coatings,24481,9296,11.71%,23.85%,21.27%,New product line
2023,Africa,Powder Coatings,45675,2623,9.01%,39.87%,15.69%,Expansion
2023,Europe,Decorative Paints,10112,2997,7.98%,36.46%,16.53%,Technological advancement
2023,Europe,Industrial Coatings,47494,7711,5.07%,28.23%,16.80%,Expansion
2023,Europe,Automotive Coatings,30409,4879,5.32%,18.63%,24.57%,New product line
2023,Europe,Protective Coatings,13664,7251,5.50%,38.68%,16.65%,Technological advancement
2023,Europe,Powder Coatings,3290,7332,12.02%,10.30%,18.13%,Technological advancement
